unique_id,d_pool_id,d_pool_name,d_model_id,d_model_name,table_name,column_name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.table_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,table_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.table_schema,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,table_schema
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.table_name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,table_name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.table_alias,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,table_alias
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.task_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,task_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.task_name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,task_name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.execution_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,execution_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.step_execution_item_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,step_execution_item_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.task_execution_item_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,task_execution_item_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.job_execution_item_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,job_execution_item_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.schedule_execution_item_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,schedule_execution_item_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.execution_type,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,execution_type
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.data_pool_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,data_pool_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.data_pool_name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,data_pool_name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.data_connection_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,data_connection_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.scheduling_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,scheduling_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.scheduling_name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,scheduling_name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.data_job_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,data_job_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.data_job_name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,data_job_name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.mode,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,mode
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_model_step_tables.status,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_model_step_tables,status
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_pool_tables.table_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_pool_tables,table_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_pool_tables.table_schema,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_pool_tables,table_schema
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_pool_tables.table_name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_pool_tables,table_name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_pool_tables.table_type,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_pool_tables,table_type
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_pool_tables.column_count,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_pool_tables,column_count
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.schema_version,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,schema_version
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.created_at,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,created_at
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.data_pool_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,data_pool_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.data_pool_version,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,data_pool_version
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.data_connection_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,data_connection_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.data_connection_name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,data_connection_name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.data_connection_type,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,data_connection_type
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.execution_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,execution_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.execution_item_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,execution_item_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.scheduling_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,scheduling_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.scheduling_name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,scheduling_name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.data_job_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,data_job_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.task_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,task_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.step_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,step_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.status,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,status
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.message,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,message
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.execution_type,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,execution_type
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.mode,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,mode
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.data_pool_name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,data_pool_name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.scheduler_cron_pattern,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,scheduler_cron_pattern
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs.task_type,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,task_type
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.schedule_level_logs._celonis_change_date,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,schedule_level_logs,_CELONIS_CHANGE_DATE
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.schema_version,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,schema_version
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.created_at,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,created_at
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.data_pool_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,data_pool_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.data_pool_version,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,data_pool_version
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.data_connection_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,data_connection_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.data_connection_name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,data_connection_name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.data_connection_type,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,data_connection_type
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.execution_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,execution_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.execution_item_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,execution_item_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.scheduling_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,scheduling_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.scheduling_name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,scheduling_name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.data_job_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,data_job_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.task_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,task_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.step_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,step_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.status,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,status
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.message,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,message
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.execution_type,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,execution_type
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.mode,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,mode
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.data_pool_name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,data_pool_name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.scheduler_cron_pattern,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,scheduler_cron_pattern
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs.task_type,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,task_type
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.data_job_level_logs._celonis_change_date,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,data_job_level_logs,_CELONIS_CHANGE_DATE
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.unique_job_executions.execution_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,unique_job_executions,execution_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.unique_job_executions.execution_item_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,unique_job_executions,execution_item_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.unique_job_executions.data_job_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,unique_job_executions,data_job_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.source_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,source_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.source_schema,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,source_schema
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.source_table,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,source_table
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.target_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,target_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.target_schema,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,target_schema
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.target_table,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,target_table
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.task_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,task_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.task_name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,task_name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.execution_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,execution_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.step_execution_item_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,step_execution_item_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.task_execution_item_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,task_execution_item_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.job_execution_item_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,job_execution_item_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.schedule_execution_item_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,schedule_execution_item_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.execution_type,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,execution_type
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.data_pool_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,data_pool_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.data_pool_name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,data_pool_name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.data_connection_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,data_connection_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.scheduling_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,scheduling_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.scheduling_name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,scheduling_name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.data_job_id,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,data_job_id
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.data_job_name,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,data_job_name
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.mode,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,mode
1e846159-f3a9-42a3-9d91-b3c7c0c7f904.transformation_tables.status,ebdcfc35-b1c0-4a8c-bf5c-ae3c5f995bab,test pool - data lineage app [PC],1e846159-f3a9-42a3-9d91-b3c7c0c7f904,data lineage - test,transformation_tables,status
