unique_id,d_pool_id,d_pool_name,d_model_id,d_model_name,table_name,column_name,USED_NOT_USED,UNIQUE_SOURCE_ID,UNIQUE_TARGET_ID,SOURCE_ID,SOURCE_NAME,SOURCE_ATTRIBUTE,SOURCE_NODE_TYPE,SOURCE_TYPE,SOURCE_PQL,SOURCE_STUDIO_ASSET_ID,SOURCE_STUDIO_ASSET_TYPE,TARGET_ID,TARGET_NAME,TARGET_ATTRIBUTE,TARGET_NODE_TYPE,TARGET_STUDIO_ASSET_ID,TARGET_STUDIO_ASSET_TYPE,DATA_SOURCE_ID,KNOWLEDGE_MODEL_KEY,KNOWLEDGE_MODEL_ID,DATA_MODEL_ID,DATA_MODEL_NAME,DATA_POOL_ID,DATA_POOL_NAME,NODE_TYPE_COMBINED
088283c6-9918-4b59-9a4b-96d9cb38bb15.full_mapping_lineage.source_node,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,full_mapping_lineage,source_node,USED,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed.full_mapping_lineage.source_node,12c91533-5e38-4933-adc5-32785200bd97.8da667e4-6591-4900-9dfa-5f5fdf61bb0f,full_mapping_lineage.source_node,full_mapping_lineage,source_node,ATTRIBUTES,UNKNOWN,,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,KNOWLEDGE_MODEL,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,E2E Lineage,,VIEW,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,VIEW,,dm_lineage-km,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,ATTRIBUTES-UNKNOWN
088283c6-9918-4b59-9a4b-96d9cb38bb15.full_mapping_lineage.target_node,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,full_mapping_lineage,target_node,USED,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed.full_mapping_lineage.target_node,12c91533-5e38-4933-adc5-32785200bd97.8da667e4-6591-4900-9dfa-5f5fdf61bb0f,full_mapping_lineage.target_node,full_mapping_lineage,target_node,ATTRIBUTES,UNKNOWN,,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,KNOWLEDGE_MODEL,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,E2E Lineage,,VIEW,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,VIEW,,dm_lineage-km,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,ATTRIBUTES-UNKNOWN
088283c6-9918-4b59-9a4b-96d9cb38bb15.full_mapping_lineage.task_target,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,full_mapping_lineage,task_target,USED,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed.full_mapping_lineage.task_target,12c91533-5e38-4933-adc5-32785200bd97.8da667e4-6591-4900-9dfa-5f5fdf61bb0f,full_mapping_lineage.task_target,full_mapping_lineage,task_target,ATTRIBUTES,UNKNOWN,,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,KNOWLEDGE_MODEL,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,E2E Lineage,,VIEW,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,VIEW,,dm_lineage-km,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,ATTRIBUTES-UNKNOWN
088283c6-9918-4b59-9a4b-96d9cb38bb15.full_mapping_nodes.category,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,full_mapping_nodes,category,USED,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed.full_mapping_nodes.category,12c91533-5e38-4933-adc5-32785200bd97.8da667e4-6591-4900-9dfa-5f5fdf61bb0f,full_mapping_nodes.category,full_mapping_nodes,category,ATTRIBUTES,UNKNOWN,,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,KNOWLEDGE_MODEL,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,E2E Lineage,,VIEW,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,VIEW,,dm_lineage-km,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,ATTRIBUTES-UNKNOWN
088283c6-9918-4b59-9a4b-96d9cb38bb15.full_mapping_nodes.data_pool_id,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,full_mapping_nodes,data_pool_id,USED,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed.full_mapping_nodes.data_pool_id,12c91533-5e38-4933-adc5-32785200bd97.8da667e4-6591-4900-9dfa-5f5fdf61bb0f,full_mapping_nodes.data_pool_id,full_mapping_nodes,data_pool_id,ATTRIBUTES,UNKNOWN,,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,KNOWLEDGE_MODEL,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,E2E Lineage,,VIEW,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,VIEW,,dm_lineage-km,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,ATTRIBUTES-UNKNOWN
088283c6-9918-4b59-9a4b-96d9cb38bb15.full_mapping_nodes.data_pool_name,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,full_mapping_nodes,data_pool_name,USED,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed.full_mapping_nodes.data_pool_name,12c91533-5e38-4933-adc5-32785200bd97.8da667e4-6591-4900-9dfa-5f5fdf61bb0f,full_mapping_nodes.data_pool_name,full_mapping_nodes,data_pool_name,ATTRIBUTES,UNKNOWN,,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,KNOWLEDGE_MODEL,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,E2E Lineage,,VIEW,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,VIEW,,dm_lineage-km,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,ATTRIBUTES-UNKNOWN
088283c6-9918-4b59-9a4b-96d9cb38bb15.full_mapping_nodes.data_schema_id,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,full_mapping_nodes,data_schema_id,USED,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed.full_mapping_nodes.data_schema_id,12c91533-5e38-4933-adc5-32785200bd97.8da667e4-6591-4900-9dfa-5f5fdf61bb0f,full_mapping_nodes.data_schema_id,full_mapping_nodes,data_schema_id,ATTRIBUTES,UNKNOWN,,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,KNOWLEDGE_MODEL,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,E2E Lineage,,VIEW,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,VIEW,,dm_lineage-km,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,ATTRIBUTES-UNKNOWN
088283c6-9918-4b59-9a4b-96d9cb38bb15.full_mapping_nodes.data_schema_name,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,full_mapping_nodes,data_schema_name,USED,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed.full_mapping_nodes.data_schema_name,12c91533-5e38-4933-adc5-32785200bd97.8da667e4-6591-4900-9dfa-5f5fdf61bb0f,full_mapping_nodes.data_schema_name,full_mapping_nodes,data_schema_name,ATTRIBUTES,UNKNOWN,,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,KNOWLEDGE_MODEL,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,E2E Lineage,,VIEW,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,VIEW,,dm_lineage-km,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,ATTRIBUTES-UNKNOWN
088283c6-9918-4b59-9a4b-96d9cb38bb15.full_mapping_nodes.node,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,full_mapping_nodes,node,USED,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed.full_mapping_nodes.node,12c91533-5e38-4933-adc5-32785200bd97.8da667e4-6591-4900-9dfa-5f5fdf61bb0f,full_mapping_nodes.node,full_mapping_nodes,node,ATTRIBUTES,UNKNOWN,,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,KNOWLEDGE_MODEL,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,E2E Lineage,,VIEW,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,VIEW,,dm_lineage-km,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,ATTRIBUTES-UNKNOWN
088283c6-9918-4b59-9a4b-96d9cb38bb15.full_mapping_nodes.node_name,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,full_mapping_nodes,node_name,USED,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed.full_mapping_nodes.node_name,12c91533-5e38-4933-adc5-32785200bd97.8da667e4-6591-4900-9dfa-5f5fdf61bb0f,full_mapping_nodes.node_name,full_mapping_nodes,node_name,ATTRIBUTES,UNKNOWN,,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,KNOWLEDGE_MODEL,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,E2E Lineage,,VIEW,8da667e4-6591-4900-9dfa-5f5fdf61bb0f,VIEW,,dm_lineage-km,423975bc-05cb-45fe-b0e3-58cb7cd1c4ed,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,ATTRIBUTES-UNKNOWN
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report._celonis_change_date,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,_CELONIS_CHANGE_DATE,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.column_name,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,column_name,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.d_model_id,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,d_model_id,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.d_model_name,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,d_model_name,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.d_pool_id,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,d_pool_id,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.d_pool_name,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,d_pool_name,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.data_model_id,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,DATA_MODEL_ID,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.data_model_name,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,DATA_MODEL_NAME,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.data_pool_id,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,DATA_POOL_ID,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.data_pool_name,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,DATA_POOL_NAME,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.data_source_id,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,DATA_SOURCE_ID,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.knowledge_model_id,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,KNOWLEDGE_MODEL_ID,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.knowledge_model_key,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,KNOWLEDGE_MODEL_KEY,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.source_attribute,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,SOURCE_ATTRIBUTE,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.source_id,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,SOURCE_ID,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.source_name,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,SOURCE_NAME,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.source_node_type,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,SOURCE_NODE_TYPE,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.source_pql,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,SOURCE_PQL,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.source_studio_asset_id,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,SOURCE_STUDIO_ASSET_ID,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.source_studio_asset_type,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,SOURCE_STUDIO_ASSET_TYPE,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.source_type,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,SOURCE_TYPE,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.table_name,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,table_name,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.target_attribute,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,TARGET_ATTRIBUTE,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.target_id,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,TARGET_ID,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.target_name,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,TARGET_NAME,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.target_node_type,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,TARGET_NODE_TYPE,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.target_studio_asset_id,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,TARGET_STUDIO_ASSET_ID,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.target_studio_asset_type,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,TARGET_STUDIO_ASSET_TYPE,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.unique_id,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,unique_id,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.unique_source_id,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,UNIQUE_SOURCE_ID,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.unique_target_id,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,UNIQUE_TARGET_ID,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
088283c6-9918-4b59-9a4b-96d9cb38bb15.table_usage_report.used_not_used,c840c791-823a-4d34-9571-f39dae182078,Sarvesh Monitoring Pool,088283c6-9918-4b59-9a4b-96d9cb38bb15,full lineage,table_usage_report,USED_NOT_USED,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
0ad397d5-ca2a-4a57-a0ab-76dc042117a0.t_e_celonis_cancelcreditmemo.creditmemocancellation_id,6cd287bb-c8da-419d-9faa-2b42e8a08ec4,OCPM Data Pool,0ad397d5-ca2a-4a57-a0ab-76dc042117a0,test:perspective_celonis_AccountsReceivable,t_e_celonis_CancelCreditMemo,CreditMemoCancellation_ID,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
0ad397d5-ca2a-4a57-a0ab-76dc042117a0.t_e_celonis_cancelcreditmemo.executedby,6cd287bb-c8da-419d-9faa-2b42e8a08ec4,OCPM Data Pool,0ad397d5-ca2a-4a57-a0ab-76dc042117a0,test:perspective_celonis_AccountsReceivable,t_e_celonis_CancelCreditMemo,ExecutedBy,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
0ad397d5-ca2a-4a57-a0ab-76dc042117a0.t_e_celonis_cancelcreditmemo.executiontype,6cd287bb-c8da-419d-9faa-2b42e8a08ec4,OCPM Data Pool,0ad397d5-ca2a-4a57-a0ab-76dc042117a0,test:perspective_celonis_AccountsReceivable,t_e_celonis_CancelCreditMemo,ExecutionType,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
0ad397d5-ca2a-4a57-a0ab-76dc042117a0.t_e_celonis_cancelcreditmemo.id,6cd287bb-c8da-419d-9faa-2b42e8a08ec4,OCPM Data Pool,0ad397d5-ca2a-4a57-a0ab-76dc042117a0,test:perspective_celonis_AccountsReceivable,t_e_celonis_CancelCreditMemo,ID,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
0ad397d5-ca2a-4a57-a0ab-76dc042117a0.t_e_celonis_cancelcreditmemo.time,6cd287bb-c8da-419d-9faa-2b42e8a08ec4,OCPM Data Pool,0ad397d5-ca2a-4a57-a0ab-76dc042117a0,test:perspective_celonis_AccountsReceivable,t_e_celonis_CancelCreditMemo,Time,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
0ad397d5-ca2a-4a57-a0ab-76dc042117a0.t_e_celonis_cancelcreditmemoitem.creditmemocancellationitem_id,6cd287bb-c8da-419d-9faa-2b42e8a08ec4,OCPM Data Pool,0ad397d5-ca2a-4a57-a0ab-76dc042117a0,test:perspective_celonis_AccountsReceivable,t_e_celonis_CancelCreditMemoItem,CreditMemoCancellationItem_ID,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
0ad397d5-ca2a-4a57-a0ab-76dc042117a0.t_e_celonis_cancelcreditmemoitem.creditmemoitem_id,6cd287bb-c8da-419d-9faa-2b42e8a08ec4,OCPM Data Pool,0ad397d5-ca2a-4a57-a0ab-76dc042117a0,test:perspective_celonis_AccountsReceivable,t_e_celonis_CancelCreditMemoItem,CreditMemoItem_ID,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
0ad397d5-ca2a-4a57-a0ab-76dc042117a0.t_e_celonis_cancelcreditmemoitem.executedby,6cd287bb-c8da-419d-9faa-2b42e8a08ec4,OCPM Data Pool,0ad397d5-ca2a-4a57-a0ab-76dc042117a0,test:perspective_celonis_AccountsReceivable,t_e_celonis_CancelCreditMemoItem,ExecutedBy,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
0ad397d5-ca2a-4a57-a0ab-76dc042117a0.t_e_celonis_cancelcreditmemoitem.executiontype,6cd287bb-c8da-419d-9faa-2b42e8a08ec4,OCPM Data Pool,0ad397d5-ca2a-4a57-a0ab-76dc042117a0,test:perspective_celonis_AccountsReceivable,t_e_celonis_CancelCreditMemoItem,ExecutionType,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
0ad397d5-ca2a-4a57-a0ab-76dc042117a0.t_e_celonis_cancelcreditmemoitem.id,6cd287bb-c8da-419d-9faa-2b42e8a08ec4,OCPM Data Pool,0ad397d5-ca2a-4a57-a0ab-76dc042117a0,test:perspective_celonis_AccountsReceivable,t_e_celonis_CancelCreditMemoItem,ID,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
0ad397d5-ca2a-4a57-a0ab-76dc042117a0.t_e_celonis_cancelcreditmemoitem.time,6cd287bb-c8da-419d-9faa-2b42e8a08ec4,OCPM Data Pool,0ad397d5-ca2a-4a57-a0ab-76dc042117a0,test:perspective_celonis_AccountsReceivable,t_e_celonis_CancelCreditMemoItem,Time,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
0ad397d5-ca2a-4a57-a0ab-76dc042117a0.t_e_celonis_cancelcustomerinvoice.customerinvoicecancellation_id,6cd287bb-c8da-419d-9faa-2b42e8a08ec4,OCPM Data Pool,0ad397d5-ca2a-4a57-a0ab-76dc042117a0,test:perspective_celonis_AccountsReceivable,t_e_celonis_CancelCustomerInvoice,CustomerInvoiceCancellation_ID,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
0ad397d5-ca2a-4a57-a0ab-76dc042117a0.t_e_celonis_cancelcustomerinvoice.executedby,6cd287bb-c8da-419d-9faa-2b42e8a08ec4,OCPM Data Pool,0ad397d5-ca2a-4a57-a0ab-76dc042117a0,test:perspective_celonis_AccountsReceivable,t_e_celonis_CancelCustomerInvoice,ExecutedBy,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
0ad397d5-ca2a-4a57-a0ab-76dc042117a0.t_e_celonis_cancelcustomerinvoice.executiontype,6cd287bb-c8da-419d-9faa-2b42e8a08ec4,OCPM Data Pool,0ad397d5-ca2a-4a57-a0ab-76dc042117a0,test:perspective_celonis_AccountsReceivable,t_e_celonis_CancelCustomerInvoice,ExecutionType,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
0ad397d5-ca2a-4a57-a0ab-76dc042117a0.t_e_celonis_cancelcustomerinvoice.id,6cd287bb-c8da-419d-9faa-2b42e8a08ec4,OCPM Data Pool,0ad397d5-ca2a-4a57-a0ab-76dc042117a0,test:perspective_celonis_AccountsReceivable,t_e_celonis_CancelCustomerInvoice,ID,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
0ad397d5-ca2a-4a57-a0ab-76dc042117a0.t_e_celonis_cancelcustomerinvoice.time,6cd287bb-c8da-419d-9faa-2b42e8a08ec4,OCPM Data Pool,0ad397d5-ca2a-4a57-a0ab-76dc042117a0,test:perspective_celonis_AccountsReceivable,t_e_celonis_CancelCustomerInvoice,Time,NOT_USED,,,,,,,,,,,,,,,,,,,,,,,,
