node,node_name,category,asset_type,asset_id,data_model_id,data_model_name,data_pool_id,data_pool_name
b2afef54-36f0-438c-9074-f92929c0b606.data_model_tables.table_schema,data_model_tables.table_schema,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_model_tables.data_pool_name,data_model_tables.data_pool_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_model_tables.task_id,data_model_tables.task_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_model_tables.data_pool_id,data_model_tables.data_pool_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_model_tables.data_job_id,data_model_tables.data_job_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_model_tables.table_id,data_model_tables.table_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_model_tables.table_name,data_model_tables.table_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_model_tables.table_alias_or_name,data_model_tables.table_alias_or_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.extraction_step_tables.table_id,extraction_step_tables.table_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.task_execution_events.name,task_execution_events.name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.task_execution_events.task_type,task_execution_events.task_type,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.task_executions.last_end_time,task_executions.last_end_time,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.task_executions.task_execution_time,task_executions.task_execution_time,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.task_executions.last_status,task_executions.last_status,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.task_executions.last_start_time,task_executions.last_start_time,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_pool_tables.column_count,data_pool_tables.column_count,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_pool_tables.table_schema,data_pool_tables.table_schema,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_pool_tables.table_id,data_pool_tables.table_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_pool_tables.table_origin,data_pool_tables.table_origin,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_pool_tables.table_name,data_pool_tables.table_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_pool_tables.table_type,data_pool_tables.table_type,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_pool_columns.column_name,data_pool_columns.column_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_pool_columns.data_type,data_pool_columns.data_type,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_pool_columns.data_type_length,data_pool_columns.data_type_length,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_pool_columns.table_id,data_pool_columns.table_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.//lineage.develop,//lineage.develop,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.schedule_executions.last_status,schedule_executions.last_status,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.schedule_executions.last_execution_duration,schedule_executions.last_execution_duration,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.schedule_executions.schedule_name,schedule_executions.schedule_name,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.schedule_executions.end_time_execution,schedule_executions.end_time_execution,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.schedule_executions.start_time_execution,schedule_executions.start_time_execution,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_connections.data_schema_id,data_connections.data_schema_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_connections.data_connection_type,data_connections.data_connection_type,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_connections.data_pool_id,data_connections.data_pool_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_connections.data_connection_id,data_connections.data_connection_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_connections.data_connection_name,data_connections.data_connection_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.step_execution_events.created_at,step_execution_events.created_at,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.step_execution_events.clean_status,step_execution_events.clean_status,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.celonis.cloud,celonis.cloud,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_job_execution_events.name,data_job_execution_events.name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.mapping_nodes.node,mapping_nodes.node,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.mapping_nodes.data_schema_name,mapping_nodes.data_schema_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.mapping_nodes.data_schema_id,mapping_nodes.data_schema_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.mapping_nodes.node_name,mapping_nodes.node_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.mapping_nodes.data_pool_name,mapping_nodes.data_pool_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.mapping_nodes.data_pool_id,mapping_nodes.data_pool_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.mapping_nodes.category,mapping_nodes.category,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_job_executions.last_execution_status,data_job_executions.last_execution_status,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_job_executions.execution_duration,data_job_executions.execution_duration,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_job_executions.end_time_execution,data_job_executions.end_time_execution,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_job_executions.start_time_execution,data_job_executions.start_time_execution,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_pools.data_pool_name,data_pools.data_pool_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_pools.data_pool_id,data_pools.data_pool_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.imported_tables.target_table_id,imported_tables.target_table_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.schedule_execution_events.created_at,schedule_execution_events.created_at,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.schedule_execution_events.clean_status,schedule_execution_events.clean_status,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_model_executions.data_model_id,data_model_executions.data_model_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.task_execution_events.created_at,task_execution_events.created_at,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.task_execution_events.clean_status,task_execution_events.clean_status,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.task_execution_events.status,task_execution_events.status,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.step_executions.last_end_time,step_executions.last_end_time,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.step_executions.last_start_time,step_executions.last_start_time,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_pool_tables.table_origin_imported_flag_,data_pool_tables.table_origin_imported_flag_,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_pool_tables.table_origin_transformation_flag_,data_pool_tables.table_origin_transformation_flag_,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_pool_tables.table_origin_extraction_flag_,data_pool_tables.table_origin_extraction_flag_,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.transformation_tables.target_id,transformation_tables.target_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.step_execution_events.status,step_execution_events.status,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_job_execution_events.created_at,data_job_execution_events.created_at,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
b2afef54-36f0-438c-9074-f92929c0b606.data_job_execution_events.clean_status,data_job_execution_events.clean_status,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,b2afef54-36f0-438c-9074-f92929c0b606,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dba5e290-fa7e-463e-8d1f-267762c01a41.lineage_mapping.step_execution_item_id_target,lineage_mapping.step_execution_item_id_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dba5e290-fa7e-463e-8d1f-267762c01a41,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dba5e290-fa7e-463e-8d1f-267762c01a41.lineage_mapping.execution_id_target,lineage_mapping.execution_id_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dba5e290-fa7e-463e-8d1f-267762c01a41,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dba5e290-fa7e-463e-8d1f-267762c01a41.lineage_mapping.task_id_target,lineage_mapping.task_id_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dba5e290-fa7e-463e-8d1f-267762c01a41,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dba5e290-fa7e-463e-8d1f-267762c01a41.lineage_mapping.task_name_target,lineage_mapping.task_name_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dba5e290-fa7e-463e-8d1f-267762c01a41,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dba5e290-fa7e-463e-8d1f-267762c01a41.lineage_mapping.task_source,lineage_mapping.task_source,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dba5e290-fa7e-463e-8d1f-267762c01a41,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dba5e290-fa7e-463e-8d1f-267762c01a41.lineage_mapping.scheduling_id_source,lineage_mapping.scheduling_id_source,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dba5e290-fa7e-463e-8d1f-267762c01a41,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dba5e290-fa7e-463e-8d1f-267762c01a41.lineage_mapping.end_time_logs_step_level,lineage_mapping.end_time_logs_step_level,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dba5e290-fa7e-463e-8d1f-267762c01a41,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dba5e290-fa7e-463e-8d1f-267762c01a41.lineage_mapping.last_step_complete_execution_status,lineage_mapping.last_step_complete_execution_status,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dba5e290-fa7e-463e-8d1f-267762c01a41,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
