node,node_name,category,asset_type,asset_id,data_model_id,data_model_name,data_pool_id,data_pool_name
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.step_execution_item_id_target,lineage_mapping.step_execution_item_id_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.execution_id_target,lineage_mapping.execution_id_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.task_id_target,lineage_mapping.task_id_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.task_name_target,lineage_mapping.task_name_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.end_time_logs_step_level,lineage_mapping.end_time_logs_step_level,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.last_step_complete_execution_status,lineage_mapping.last_step_complete_execution_status,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.data_pool_id_target,lineage_mapping.data_pool_id_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.job_execution_item_id_target,lineage_mapping.job_execution_item_id_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.scheduling_name_target,lineage_mapping.scheduling_name_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.schedule_execution_item_id_target,lineage_mapping.schedule_execution_item_id_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.data_job_name_target,lineage_mapping.data_job_name_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.end_time_logs_task_level,lineage_mapping.end_time_logs_task_level,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.node_name_target,lineage_mapping.node_name_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.data_pool_name_source,lineage_mapping.data_pool_name_source,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.start_time_logs_task_level,lineage_mapping.start_time_logs_task_level,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.start_time_logs_step_level,lineage_mapping.start_time_logs_step_level,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.last_execution_complete_status,lineage_mapping.last_execution_complete_status,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.task_id_target_for_url,lineage_mapping.task_id_target_for_url,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.task_execution_item_id_target,lineage_mapping.task_execution_item_id_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.last_task_execution_status,lineage_mapping.last_task_execution_status,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.data_job_id_target,lineage_mapping.data_job_id_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.data_job_name_source,lineage_mapping.data_job_name_source,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.task_target,lineage_mapping.task_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.scheduling_id_target,lineage_mapping.scheduling_id_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.last_step_execution_status,lineage_mapping.last_step_execution_status,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.data_pool_name_target,lineage_mapping.data_pool_name_target,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.schedule_execution_events.name,schedule_execution_events.name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.task_name,data_model_tables.task_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.data_model_id,data_model_tables.data_model_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.table_schema,data_model_tables.table_schema,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.data_pool_name,data_model_tables.data_pool_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.task_id,data_model_tables.task_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.data_pool_id,data_model_tables.data_pool_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.data_job_id,data_model_tables.data_job_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.table_id,data_model_tables.table_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.table_name,data_model_tables.table_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.table_alias_or_name,data_model_tables.table_alias_or_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.associated_objects_events_entity,data_model_tables.associated_objects_events_entity,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.extraction_step_tables.table_id,extraction_step_tables.table_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.task_execution_events.name,task_execution_events.name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.task_execution_events.task_type,task_execution_events.task_type,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.task_executions.last_end_time,task_executions.last_end_time,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.task_executions.task_execution_time,task_executions.task_execution_time,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.task_executions.last_status,task_executions.last_status,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.task_executions.last_start_time,task_executions.last_start_time,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_tables.column_count,data_pool_tables.column_count,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_tables.table_schema,data_pool_tables.table_schema,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_tables.table_id,data_pool_tables.table_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_tables.table_origin,data_pool_tables.table_origin,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_tables.table_name,data_pool_tables.table_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_tables.table_type,data_pool_tables.table_type,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_columns.column_name,data_pool_columns.column_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_columns.data_type,data_pool_columns.data_type,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_columns.data_type_length,data_pool_columns.data_type_length,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_columns.table_id,data_pool_columns.table_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.//lineage.develop,//lineage.develop,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.schedule_executions.last_status,schedule_executions.last_status,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.schedule_executions.last_execution_duration,schedule_executions.last_execution_duration,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.schedule_executions.schedule_name,schedule_executions.schedule_name,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.schedule_executions.end_time_execution,schedule_executions.end_time_execution,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.schedule_executions.start_time_execution,schedule_executions.start_time_execution,ATTRIBUTES-CUSTOMIZED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_connections.data_schema_id,data_connections.data_schema_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_connections.data_connection_type,data_connections.data_connection_type,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_connections.data_pool_id,data_connections.data_pool_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_connections.data_connection_name,data_connections.data_connection_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_connections.data_connection_id,data_connections.data_connection_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.celonis.cloud,celonis.cloud,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.step_execution_events.created_at,step_execution_events.created_at,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.step_execution_events.clean_status,step_execution_events.clean_status,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_job_execution_events.name,data_job_execution_events.name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.mapping_nodes.node,mapping_nodes.node,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.mapping_nodes.data_schema_name,mapping_nodes.data_schema_name,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
dd35ad1d-5ba1-44dc-b9a0-533587643b35.mapping_nodes.data_schema_id,mapping_nodes.data_schema_id,ATTRIBUTES-UNKNOWN,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool
