,node,node_name,category,asset_type,asset_id,data_model_id,data_model_name,data_pool_id,data_pool_name,knowledge_model_id,knowledge_model_key
0,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.step_execution_item_id_target,lineage_mapping.step_execution_item_id_target,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
1,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.execution_id_target,lineage_mapping.execution_id_target,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
2,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.task_id_target,lineage_mapping.task_id_target,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
3,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.task_name_target,lineage_mapping.task_name_target,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
4,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.end_time_logs_step_level,lineage_mapping.end_time_logs_step_level,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
5,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.last_step_complete_execution_status,lineage_mapping.last_step_complete_execution_status,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
6,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.data_pool_id_target,lineage_mapping.data_pool_id_target,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
7,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.job_execution_item_id_target,lineage_mapping.job_execution_item_id_target,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
8,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.scheduling_name_target,lineage_mapping.scheduling_name_target,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
9,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.schedule_execution_item_id_target,lineage_mapping.schedule_execution_item_id_target,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
10,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.data_job_name_target,lineage_mapping.data_job_name_target,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
11,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.end_time_logs_task_level,lineage_mapping.end_time_logs_task_level,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
12,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.node_name_target,lineage_mapping.node_name_target,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
13,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.data_pool_name_source,lineage_mapping.data_pool_name_source,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
14,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.start_time_logs_task_level,lineage_mapping.start_time_logs_task_level,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
15,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.start_time_logs_step_level,lineage_mapping.start_time_logs_step_level,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
16,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.last_execution_complete_status,lineage_mapping.last_execution_complete_status,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
17,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.task_id_target_for_url,lineage_mapping.task_id_target_for_url,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
18,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.task_execution_item_id_target,lineage_mapping.task_execution_item_id_target,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
19,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.last_task_execution_status,lineage_mapping.last_task_execution_status,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
20,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.data_job_id_target,lineage_mapping.data_job_id_target,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
21,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.data_job_name_source,lineage_mapping.data_job_name_source,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
22,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.task_target,lineage_mapping.task_target,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
23,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.scheduling_id_target,lineage_mapping.scheduling_id_target,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
24,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.last_step_execution_status,lineage_mapping.last_step_execution_status,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
25,dd35ad1d-5ba1-44dc-b9a0-533587643b35.lineage_mapping.data_pool_name_target,lineage_mapping.data_pool_name_target,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
26,dd35ad1d-5ba1-44dc-b9a0-533587643b35.schedule_execution_events.name,schedule_execution_events.name,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
27,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.task_name,data_model_tables.task_name,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
28,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.data_model_id,data_model_tables.data_model_id,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
29,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.table_schema,data_model_tables.table_schema,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
30,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.data_pool_name,data_model_tables.data_pool_name,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
31,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.task_id,data_model_tables.task_id,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
32,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.data_pool_id,data_model_tables.data_pool_id,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
33,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.data_job_id,data_model_tables.data_job_id,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
34,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.table_id,data_model_tables.table_id,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
35,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.table_name,data_model_tables.table_name,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
36,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.table_alias_or_name,data_model_tables.table_alias_or_name,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
37,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_model_tables.associated_objects_events_entity,data_model_tables.associated_objects_events_entity,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
38,dd35ad1d-5ba1-44dc-b9a0-533587643b35.extraction_step_tables.table_id,extraction_step_tables.table_id,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
39,dd35ad1d-5ba1-44dc-b9a0-533587643b35.task_execution_events.name,task_execution_events.name,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
40,dd35ad1d-5ba1-44dc-b9a0-533587643b35.task_execution_events.task_type,task_execution_events.task_type,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
41,dd35ad1d-5ba1-44dc-b9a0-533587643b35.task_executions.last_end_time,task_executions.last_end_time,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
42,dd35ad1d-5ba1-44dc-b9a0-533587643b35.task_executions.task_execution_time,task_executions.task_execution_time,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
43,dd35ad1d-5ba1-44dc-b9a0-533587643b35.task_executions.last_status,task_executions.last_status,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
44,dd35ad1d-5ba1-44dc-b9a0-533587643b35.task_executions.last_start_time,task_executions.last_start_time,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
45,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_tables.column_count,data_pool_tables.column_count,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
46,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_tables.table_schema,data_pool_tables.table_schema,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
47,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_tables.table_id,data_pool_tables.table_id,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
48,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_tables.table_origin,data_pool_tables.table_origin,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
49,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_tables.table_name,data_pool_tables.table_name,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
50,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_tables.table_type,data_pool_tables.table_type,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
51,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_columns.column_name,data_pool_columns.column_name,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
52,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_columns.data_type,data_pool_columns.data_type,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
53,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_columns.data_type_length,data_pool_columns.data_type_length,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
54,dd35ad1d-5ba1-44dc-b9a0-533587643b35.data_pool_columns.table_id,data_pool_columns.table_id,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
55,dd35ad1d-5ba1-44dc-b9a0-533587643b35.//lineage.develop,//lineage.develop,ATTRIBUTES-AUTO_GENERATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
56,dd35ad1d-5ba1-44dc-b9a0-533587643b35.schedule_executions.last_status,schedule_executions.last_status,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
57,dd35ad1d-5ba1-44dc-b9a0-533587643b35.schedule_executions.last_execution_duration,schedule_executions.last_execution_duration,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
58,dd35ad1d-5ba1-44dc-b9a0-533587643b35.schedule_executions.schedule_name,schedule_executions.schedule_name,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
59,dd35ad1d-5ba1-44dc-b9a0-533587643b35.schedule_executions.end_time_execution,schedule_executions.end_time_execution,ATTRIBUTES-CALCULATED,KNOWLEDGE_MODEL,dd35ad1d-5ba1-44dc-b9a0-533587643b35,da1f57a6-3485-4eb3-944d-12825f56687e,Data Lineage Monitoring,831db6ab-da5e-4d57-9967-c97f4320d2d6,Monitoring Pool,dd35ad1d-5ba1-44dc-b9a0-533587643b35,km-data-lineage
